target,parents,has_nurs,form,children,housing,finance,social,health
spec_prior_3001,0,3,1,3,1,1,1,1
not_recom_3002,0,3,1,3,1,1,1,2
spec_prior_3003,0,3,1,3,1,1,2,0
spec_prior_3004,0,3,1,3,1,1,2,1
not_recom_3005,0,3,1,3,1,1,2,2
priority_3006,0,3,1,3,2,0,0,0
spec_prior_3007,0,3,1,3,2,0,0,1
not_recom_3008,0,3,1,3,2,0,0,2
priority_3009,0,3,1,3,2,0,1,0
spec_prior_3010,0,3,1,3,2,0,1,1
not_recom_3011,0,3,1,3,2,0,1,2
spec_prior_3012,0,3,1,3,2,0,2,0
spec_prior_3013,0,3,1,3,2,0,2,1
not_recom_3014,0,3,1,3,2,0,2,2
priority_3015,0,3,1,3,2,1,0,0
spec_prior_3016,0,3,1,3,2,1,0,1
not_recom_3017,0,3,1,3,2,1,0,2
priority_3018,0,3,1,3,2,1,1,0
spec_prior_3019,0,3,1,3,2,1,1,1
not_recom_3020,0,3,1,3,2,1,1,2
spec_prior_3021,0,3,1,3,2,1,2,0
spec_prior_3022,0,3,1,3,2,1,2,1
not_recom_3023,0,3,1,3,2,1,2,2
priority_3024,0,3,2,0,0,0,0,0
priority_3025,0,3,2,0,0,0,0,1
not_recom_3026,0,3,2,0,0,0,0,2
priority_3027,0,3,2,0,0,0,1,0
priority_3028,0,3,2,0,0,0,1,1
not_recom_3029,0,3,2,0,0,0,1,2
priority_3030,0,3,2,0,0,0,2,0
priority_3031,0,3,2,0,0,0,2,1
not_recom_3032,0,3,2,0,0,0,2,2
priority_3033,0,3,2,0,0,1,0,0
priority_3034,0,3,2,0,0,1,0,1
not_recom_3035,0,3,2,0,0,1,0,2
priority_3036,0,3,2,0,0,1,1,0
priority_3037,0,3,2,0,0,1,1,1
not_recom_3038,0,3,2,0,0,1,1,2
priority_3039,0,3,2,0,0,1,2,0
priority_3040,0,3,2,0,0,1,2,1
not_recom_3041,0,3,2,0,0,1,2,2
priority_3042,0,3,2,0,1,0,0,0
priority_3043,0,3,2,0,1,0,0,1
not_recom_3044,0,3,2,0,1,0,0,2
priority_3045,0,3,2,0,1,0,1,0
priority_3046,0,3,2,0,1,0,1,1
not_recom_3047,0,3,2,0,1,0,1,2
priority_3048,0,3,2,0,1,0,2,0
priority_3049,0,3,2,0,1,0,2,1
not_recom_3050,0,3,2,0,1,0,2,2
priority_3051,0,3,2,0,1,1,0,0
priority_3052,0,3,2,0,1,1,0,1
not_recom_3053,0,3,2,0,1,1,0,2
priority_3054,0,3,2,0,1,1,1,0
priority_3055,0,3,2,0,1,1,1,1
not_recom_3056,0,3,2,0,1,1,1,2
priority_3057,0,3,2,0,1,1,2,0
priority_3058,0,3,2,0,1,1,2,1
not_recom_3059,0,3,2,0,1,1,2,2
priority_3060,0,3,2,0,2,0,0,0
spec_prior_3061,0,3,2,0,2,0,0,1
not_recom_3062,0,3,2,0,2,0,0,2
priority_3063,0,3,2,0,2,0,1,0
spec_prior_3064,0,3,2,0,2,0,1,1
not_recom_3065,0,3,2,0,2,0,1,2
spec_prior_3066,0,3,2,0,2,0,2,0
spec_prior_3067,0,3,2,0,2,0,2,1
not_recom_3068,0,3,2,0,2,0,2,2
priority_3069,0,3,2,0,2,1,0,0
spec_prior_3070,0,3,2,0,2,1,0,1
not_recom_3071,0,3,2,0,2,1,0,2
priority_3072,0,3,2,0,2,1,1,0
spec_prior_3073,0,3,2,0,2,1,1,1
not_recom_3074,0,3,2,0,2,1,1,2
spec_prior_3075,0,3,2,0,2,1,2,0
spec_prior_3076,0,3,2,0,2,1,2,1
not_recom_3077,0,3,2,0,2,1,2,2
priority_3078,0,3,2,1,0,0,0,0
priority_3079,0,3,2,1,0,0,0,1
not_recom_3080,0,3,2,1,0,0,0,2
priority_3081,0,3,2,1,0,0,1,0
priority_3082,0,3,2,1,0,0,1,1
not_recom_3083,0,3,2,1,0,0,1,2
priority_3084,0,3,2,1,0,0,2,0
priority_3085,0,3,2,1,0,0,2,1
not_recom_3086,0,3,2,1,0,0,2,2
priority_3087,0,3,2,1,0,1,0,0
spec_prior_3088,0,3,2,1,0,1,0,1
not_recom_3089,0,3,2,1,0,1,0,2
priority_3090,0,3,2,1,0,1,1,0
spec_prior_3091,0,3,2,1,0,1,1,1
not_recom_3092,0,3,2,1,0,1,1,2
spec_prior_3093,0,3,2,1,0,1,2,0
spec_prior_3094,0,3,2,1,0,1,2,1
not_recom_3095,0,3,2,1,0,1,2,2
priority_3096,0,3,2,1,1,0,0,0
spec_prior_3097,0,3,2,1,1,0,0,1
not_recom_3098,0,3,2,1,1,0,0,2
priority_3099,0,3,2,1,1,0,1,0
spec_prior_3100,0,3,2,1,1,0,1,1
not_recom_3101,0,3,2,1,1,0,1,2
spec_prior_3102,0,3,2,1,1,0,2,0
spec_prior_3103,0,3,2,1,1,0,2,1
not_recom_3104,0,3,2,1,1,0,2,2
priority_3105,0,3,2,1,1,1,0,0
spec_prior_3106,0,3,2,1,1,1,0,1
not_recom_3107,0,3,2,1,1,1,0,2
priority_3108,0,3,2,1,1,1,1,0
spec_prior_3109,0,3,2,1,1,1,1,1
not_recom_3110,0,3,2,1,1,1,1,2
spec_prior_3111,0,3,2,1,1,1,2,0
spec_prior_3112,0,3,2,1,1,1,2,1
not_recom_3113,0,3,2,1,1,1,2,2
priority_3114,0,3,2,1,2,0,0,0
spec_prior_3115,0,3,2,1,2,0,0,1
not_recom_3116,0,3,2,1,2,0,0,2
priority_3117,0,3,2,1,2,0,1,0
spec_prior_3118,0,3,2,1,2,0,1,1
not_recom_3119,0,3,2,1,2,0,1,2
spec_prior_3120,0,3,2,1,2,0,2,0
spec_prior_3121,0,3,2,1,2,0,2,1
not_recom_3122,0,3,2,1,2,0,2,2
priority_3123,0,3,2,1,2,1,0,0
spec_prior_3124,0,3,2,1,2,1,0,1
not_recom_3125,0,3,2,1,2,1,0,2
priority_3126,0,3,2,1,2,1,1,0
spec_prior_3127,0,3,2,1,2,1,1,1
not_recom_3128,0,3,2,1,2,1,1,2
spec_prior_3129,0,3,2,1,2,1,2,0
spec_prior_3130,0,3,2,1,2,1,2,1
not_recom_3131,0,3,2,1,2,1,2,2
priority_3132,0,3,2,2,0,0,0,0
priority_3133,0,3,2,2,0,0,0,1
not_recom_3134,0,3,2,2,0,0,0,2
priority_3135,0,3,2,2,0,0,1,0
priority_3136,0,3,2,2,0,0,1,1
not_recom_3137,0,3,2,2,0,0,1,2
priority_3138,0,3,2,2,0,0,2,0
priority_3139,0,3,2,2,0,0,2,1
not_recom_3140,0,3,2,2,0,0,2,2
priority_3141,0,3,2,2,0,1,0,0
spec_prior_3142,0,3,2,2,0,1,0,1
not_recom_3143,0,3,2,2,0,1,0,2
priority_3144,0,3,2,2,0,1,1,0
spec_prior_3145,0,3,2,2,0,1,1,1
not_recom_3146,0,3,2,2,0,1,1,2
spec_prior_3147,0,3,2,2,0,1,2,0
spec_prior_3148,0,3,2,2,0,1,2,1
not_recom_3149,0,3,2,2,0,1,2,2
priority_3150,0,3,2,2,1,0,0,0
spec_prior_3151,0,3,2,2,1,0,0,1
not_recom_3152,0,3,2,2,1,0,0,2
priority_3153,0,3,2,2,1,0,1,0
spec_prior_3154,0,3,2,2,1,0,1,1
not_recom_3155,0,3,2,2,1,0,1,2
spec_prior_3156,0,3,2,2,1,0,2,0
spec_prior_3157,0,3,2,2,1,0,2,1
not_recom_3158,0,3,2,2,1,0,2,2
priority_3159,0,3,2,2,1,1,0,0
spec_prior_3160,0,3,2,2,1,1,0,1
not_recom_3161,0,3,2,2,1,1,0,2
priority_3162,0,3,2,2,1,1,1,0
spec_prior_3163,0,3,2,2,1,1,1,1
not_recom_3164,0,3,2,2,1,1,1,2
spec_prior_3165,0,3,2,2,1,1,2,0
spec_prior_3166,0,3,2,2,1,1,2,1
not_recom_3167,0,3,2,2,1,1,2,2
priority_3168,0,3,2,2,2,0,0,0
spec_prior_3169,0,3,2,2,2,0,0,1
not_recom_3170,0,3,2,2,2,0,0,2
priority_3171,0,3,2,2,2,0,1,0
spec_prior_3172,0,3,2,2,2,0,1,1
not_recom_3173,0,3,2,2,2,0,1,2
spec_prior_3174,0,3,2,2,2,0,2,0
spec_prior_3175,0,3,2,2,2,0,2,1
not_recom_3176,0,3,2,2,2,0,2,2
priority_3177,0,3,2,2,2,1,0,0
spec_prior_3178,0,3,2,2,2,1,0,1
not_recom_3179,0,3,2,2,2,1,0,2
priority_3180,0,3,2,2,2,1,1,0
spec_prior_3181,0,3,2,2,2,1,1,1
not_recom_3182,0,3,2,2,2,1,1,2
spec_prior_3183,0,3,2,2,2,1,2,0
spec_prior_3184,0,3,2,2,2,1,2,1
not_recom_3185,0,3,2,2,2,1,2,2
priority_3186,0,3,2,3,0,0,0,0
priority_3187,0,3,2,3,0,0,0,1
not_recom_3188,0,3,2,3,0,0,0,2
priority_3189,0,3,2,3,0,0,1,0
priority_3190,0,3,2,3,0,0,1,1
not_recom_3191,0,3,2,3,0,0,1,2
priority_3192,0,3,2,3,0,0,2,0
priority_3193,0,3,2,3,0,0,2,1
not_recom_3194,0,3,2,3,0,0,2,2
priority_3195,0,3,2,3,0,1,0,0
spec_prior_3196,0,3,2,3,0,1,0,1
not_recom_3197,0,3,2,3,0,1,0,2
priority_3198,0,3,2,3,0,1,1,0
spec_prior_3199,0,3,2,3,0,1,1,1
not_recom_3200,0,3,2,3,0,1,1,2
spec_prior_3201,0,3,2,3,0,1,2,0
spec_prior_3202,0,3,2,3,0,1,2,1
not_recom_3203,0,3,2,3,0,1,2,2
priority_3204,0,3,2,3,1,0,0,0
spec_prior_3205,0,3,2,3,1,0,0,1
not_recom_3206,0,3,2,3,1,0,0,2
priority_3207,0,3,2,3,1,0,1,0
spec_prior_3208,0,3,2,3,1,0,1,1
not_recom_3209,0,3,2,3,1,0,1,2
spec_prior_3210,0,3,2,3,1,0,2,0
spec_prior_3211,0,3,2,3,1,0,2,1
not_recom_3212,0,3,2,3,1,0,2,2
priority_3213,0,3,2,3,1,1,0,0
spec_prior_3214,0,3,2,3,1,1,0,1
not_recom_3215,0,3,2,3,1,1,0,2
priority_3216,0,3,2,3,1,1,1,0
spec_prior_3217,0,3,2,3,1,1,1,1
not_recom_3218,0,3,2,3,1,1,1,2
spec_prior_3219,0,3,2,3,1,1,2,0
spec_prior_3220,0,3,2,3,1,1,2,1
not_recom_3221,0,3,2,3,1,1,2,2
priority_3222,0,3,2,3,2,0,0,0
spec_prior_3223,0,3,2,3,2,0,0,1
not_recom_3224,0,3,2,3,2,0,0,2
priority_3225,0,3,2,3,2,0,1,0
spec_prior_3226,0,3,2,3,2,0,1,1
not_recom_3227,0,3,2,3,2,0,1,2
spec_prior_3228,0,3,2,3,2,0,2,0
spec_prior_3229,0,3,2,3,2,0,2,1
not_recom_3230,0,3,2,3,2,0,2,2
priority_3231,0,3,2,3,2,1,0,0
spec_prior_3232,0,3,2,3,2,1,0,1
not_recom_3233,0,3,2,3,2,1,0,2
priority_3234,0,3,2,3,2,1,1,0
spec_prior_3235,0,3,2,3,2,1,1,1
not_recom_3236,0,3,2,3,2,1,1,2
spec_prior_3237,0,3,2,3,2,1,2,0
spec_prior_3238,0,3,2,3,2,1,2,1
not_recom_3239,0,3,2,3,2,1,2,2
priority_3240,0,3,3,0,0,0,0,0
priority_3241,0,3,3,0,0,0,0,1
not_recom_3242,0,3,3,0,0,0,0,2
priority_3243,0,3,3,0,0,0,1,0
priority_3244,0,3,3,0,0,0,1,1
not_recom_3245,0,3,3,0,0,0,1,2
priority_3246,0,3,3,0,0,0,2,0
priority_3247,0,3,3,0,0,0,2,1
not_recom_3248,0,3,3,0,0,0,2,2
priority_3249,0,3,3,0,0,1,0,0
spec_prior_3250,0,3,3,0,0,1,0,1
not_recom_3251,0,3,3,0,0,1,0,2
priority_3252,0,3,3,0,0,1,1,0
spec_prior_3253,0,3,3,0,0,1,1,1
not_recom_3254,0,3,3,0,0,1,1,2
spec_prior_3255,0,3,3,0,0,1,2,0
spec_prior_3256,0,3,3,0,0,1,2,1
not_recom_3257,0,3,3,0,0,1,2,2
priority_3258,0,3,3,0,1,0,0,0
spec_prior_3259,0,3,3,0,1,0,0,1
not_recom_3260,0,3,3,0,1,0,0,2
priority_3261,0,3,3,0,1,0,1,0
spec_prior_3262,0,3,3,0,1,0,1,1
not_recom_3263,0,3,3,0,1,0,1,2
spec_prior_3264,0,3,3,0,1,0,2,0
spec_prior_3265,0,3,3,0,1,0,2,1
not_recom_3266,0,3,3,0,1,0,2,2
priority_3267,0,3,3,0,1,1,0,0
spec_prior_3268,0,3,3,0,1,1,0,1
not_recom_3269,0,3,3,0,1,1,0,2
priority_3270,0,3,3,0,1,1,1,0
spec_prior_3271,0,3,3,0,1,1,1,1
not_recom_3272,0,3,3,0,1,1,1,2
spec_prior_3273,0,3,3,0,1,1,2,0
spec_prior_3274,0,3,3,0,1,1,2,1
not_recom_3275,0,3,3,0,1,1,2,2
priority_3276,0,3,3,0,2,0,0,0
spec_prior_3277,0,3,3,0,2,0,0,1
not_recom_3278,0,3,3,0,2,0,0,2
priority_3279,0,3,3,0,2,0,1,0
spec_prior_3280,0,3,3,0,2,0,1,1
not_recom_3281,0,3,3,0,2,0,1,2
spec_prior_3282,0,3,3,0,2,0,2,0
spec_prior_3283,0,3,3,0,2,0,2,1
not_recom_3284,0,3,3,0,2,0,2,2
priority_3285,0,3,3,0,2,1,0,0
spec_prior_3286,0,3,3,0,2,1,0,1
not_recom_3287,0,3,3,0,2,1,0,2
priority_3288,0,3,3,0,2,1,1,0
spec_prior_3289,0,3,3,0,2,1,1,1
not_recom_3290,0,3,3,0,2,1,1,2
spec_prior_3291,0,3,3,0,2,1,2,0
spec_prior_3292,0,3,3,0,2,1,2,1
not_recom_3293,0,3,3,0,2,1,2,2
priority_3294,0,3,3,1,0,0,0,0
priority_3295,0,3,3,1,0,0,0,1
not_recom_3296,0,3,3,1,0,0,0,2
priority_3297,0,3,3,1,0,0,1,0
priority_3298,0,3,3,1,0,0,1,1
not_recom_3299,0,3,3,1,0,0,1,2
priority_3300,0,3,3,1,0,0,2,0
priority_3301,0,3,3,1,0,0,2,1
not_recom_3302,0,3,3,1,0,0,2,2
priority_3303,0,3,3,1,0,1,0,0
spec_prior_3304,0,3,3,1,0,1,0,1
not_recom_3305,0,3,3,1,0,1,0,2
priority_3306,0,3,3,1,0,1,1,0
spec_prior_3307,0,3,3,1,0,1,1,1
not_recom_3308,0,3,3,1,0,1,1,2
spec_prior_3309,0,3,3,1,0,1,2,0
spec_prior_3310,0,3,3,1,0,1,2,1
not_recom_3311,0,3,3,1,0,1,2,2
priority_3312,0,3,3,1,1,0,0,0
spec_prior_3313,0,3,3,1,1,0,0,1
not_recom_3314,0,3,3,1,1,0,0,2
priority_3315,0,3,3,1,1,0,1,0
spec_prior_3316,0,3,3,1,1,0,1,1
not_recom_3317,0,3,3,1,1,0,1,2
spec_prior_3318,0,3,3,1,1,0,2,0
spec_prior_3319,0,3,3,1,1,0,2,1
not_recom_3320,0,3,3,1,1,0,2,2
priority_3321,0,3,3,1,1,1,0,0
spec_prior_3322,0,3,3,1,1,1,0,1
not_recom_3323,0,3,3,1,1,1,0,2
priority_3324,0,3,3,1,1,1,1,0
spec_prior_3325,0,3,3,1,1,1,1,1
not_recom_3326,0,3,3,1,1,1,1,2
spec_prior_3327,0,3,3,1,1,1,2,0
spec_prior_3328,0,3,3,1,1,1,2,1
not_recom_3329,0,3,3,1,1,1,2,2
priority_3330,0,3,3,1,2,0,0,0
spec_prior_3331,0,3,3,1,2,0,0,1
not_recom_3332,0,3,3,1,2,0,0,2
priority_3333,0,3,3,1,2,0,1,0
spec_prior_3334,0,3,3,1,2,0,1,1
not_recom_3335,0,3,3,1,2,0,1,2
spec_prior_3336,0,3,3,1,2,0,2,0
spec_prior_3337,0,3,3,1,2,0,2,1
not_recom_3338,0,3,3,1,2,0,2,2
priority_3339,0,3,3,1,2,1,0,0
spec_prior_3340,0,3,3,1,2,1,0,1
not_recom_3341,0,3,3,1,2,1,0,2
priority_3342,0,3,3,1,2,1,1,0
spec_prior_3343,0,3,3,1,2,1,1,1
not_recom_3344,0,3,3,1,2,1,1,2
spec_prior_3345,0,3,3,1,2,1,2,0
spec_prior_3346,0,3,3,1,2,1,2,1
not_recom_3347,0,3,3,1,2,1,2,2
priority_3348,0,3,3,2,0,0,0,0
priority_3349,0,3,3,2,0,0,0,1
not_recom_3350,0,3,3,2,0,0,0,2
priority_3351,0,3,3,2,0,0,1,0
priority_3352,0,3,3,2,0,0,1,1
not_recom_3353,0,3,3,2,0,0,1,2
priority_3354,0,3,3,2,0,0,2,0
priority_3355,0,3,3,2,0,0,2,1
not_recom_3356,0,3,3,2,0,0,2,2
priority_3357,0,3,3,2,0,1,0,0
spec_prior_3358,0,3,3,2,0,1,0,1
not_recom_3359,0,3,3,2,0,1,0,2
priority_3360,0,3,3,2,0,1,1,0
spec_prior_3361,0,3,3,2,0,1,1,1
not_recom_3362,0,3,3,2,0,1,1,2
spec_prior_3363,0,3,3,2,0,1,2,0
spec_prior_3364,0,3,3,2,0,1,2,1
not_recom_3365,0,3,3,2,0,1,2,2
priority_3366,0,3,3,2,1,0,0,0
spec_prior_3367,0,3,3,2,1,0,0,1
not_recom_3368,0,3,3,2,1,0,0,2
priority_3369,0,3,3,2,1,0,1,0
spec_prior_3370,0,3,3,2,1,0,1,1
not_recom_3371,0,3,3,2,1,0,1,2
spec_prior_3372,0,3,3,2,1,0,2,0
spec_prior_3373,0,3,3,2,1,0,2,1
not_recom_3374,0,3,3,2,1,0,2,2
priority_3375,0,3,3,2,1,1,0,0
spec_prior_3376,0,3,3,2,1,1,0,1
not_recom_3377,0,3,3,2,1,1,0,2
priority_3378,0,3,3,2,1,1,1,0
spec_prior_3379,0,3,3,2,1,1,1,1
not_recom_3380,0,3,3,2,1,1,1,2
spec_prior_3381,0,3,3,2,1,1,2,0
spec_prior_3382,0,3,3,2,1,1,2,1
not_recom_3383,0,3,3,2,1,1,2,2
priority_3384,0,3,3,2,2,0,0,0
spec_prior_3385,0,3,3,2,2,0,0,1
not_recom_3386,0,3,3,2,2,0,0,2
priority_3387,0,3,3,2,2,0,1,0
spec_prior_3388,0,3,3,2,2,0,1,1
not_recom_3389,0,3,3,2,2,0,1,2
spec_prior_3390,0,3,3,2,2,0,2,0
spec_prior_3391,0,3,3,2,2,0,2,1
not_recom_3392,0,3,3,2,2,0,2,2
priority_3393,0,3,3,2,2,1,0,0
spec_prior_3394,0,3,3,2,2,1,0,1
not_recom_3395,0,3,3,2,2,1,0,2
priority_3396,0,3,3,2,2,1,1,0
spec_prior_3397,0,3,3,2,2,1,1,1
not_recom_3398,0,3,3,2,2,1,1,2
spec_prior_3399,0,3,3,2,2,1,2,0
spec_prior_3400,0,3,3,2,2,1,2,1
not_recom_3401,0,3,3,2,2,1,2,2
priority_3402,0,3,3,3,0,0,0,0
priority_3403,0,3,3,3,0,0,0,1
not_recom_3404,0,3,3,3,0,0,0,2
priority_3405,0,3,3,3,0,0,1,0
priority_3406,0,3,3,3,0,0,1,1
not_recom_3407,0,3,3,3,0,0,1,2
priority_3408,0,3,3,3,0,0,2,0
priority_3409,0,3,3,3,0,0,2,1
not_recom_3410,0,3,3,3,0,0,2,2
priority_3411,0,3,3,3,0,1,0,0
spec_prior_3412,0,3,3,3,0,1,0,1
not_recom_3413,0,3,3,3,0,1,0,2
priority_3414,0,3,3,3,0,1,1,0
spec_prior_3415,0,3,3,3,0,1,1,1
not_recom_3416,0,3,3,3,0,1,1,2
spec_prior_3417,0,3,3,3,0,1,2,0
spec_prior_3418,0,3,3,3,0,1,2,1
not_recom_3419,0,3,3,3,0,1,2,2
priority_3420,0,3,3,3,1,0,0,0
spec_prior_3421,0,3,3,3,1,0,0,1
not_recom_3422,0,3,3,3,1,0,0,2
priority_3423,0,3,3,3,1,0,1,0
spec_prior_3424,0,3,3,3,1,0,1,1
not_recom_3425,0,3,3,3,1,0,1,2
spec_prior_3426,0,3,3,3,1,0,2,0
spec_prior_3427,0,3,3,3,1,0,2,1
not_recom_3428,0,3,3,3,1,0,2,2
priority_3429,0,3,3,3,1,1,0,0
spec_prior_3430,0,3,3,3,1,1,0,1
not_recom_3431,0,3,3,3,1,1,0,2
priority_3432,0,3,3,3,1,1,1,0
spec_prior_3433,0,3,3,3,1,1,1,1
not_recom_3434,0,3,3,3,1,1,1,2
spec_prior_3435,0,3,3,3,1,1,2,0
spec_prior_3436,0,3,3,3,1,1,2,1
not_recom_3437,0,3,3,3,1,1,2,2
priority_3438,0,3,3,3,2,0,0,0
spec_prior_3439,0,3,3,3,2,0,0,1
not_recom_3440,0,3,3,3,2,0,0,2
priority_3441,0,3,3,3,2,0,1,0
spec_prior_3442,0,3,3,3,2,0,1,1
not_recom_3443,0,3,3,3,2,0,1,2
spec_prior_3444,0,3,3,3,2,0,2,0
spec_prior_3445,0,3,3,3,2,0,2,1
not_recom_3446,0,3,3,3,2,0,2,2
priority_3447,0,3,3,3,2,1,0,0
spec_prior_3448,0,3,3,3,2,1,0,1
not_recom_3449,0,3,3,3,2,1,0,2
priority_3450,0,3,3,3,2,1,1,0
spec_prior_3451,0,3,3,3,2,1,1,1
not_recom_3452,0,3,3,3,2,1,1,2
spec_prior_3453,0,3,3,3,2,1,2,0
spec_prior_3454,0,3,3,3,2,1,2,1
not_recom_3455,0,3,3,3,2,1,2,2
priority_3456,0,4,0,0,0,0,0,0
priority_3457,0,4,0,0,0,0,0,1
not_recom_3458,0,4,0,0,0,0,0,2
priority_3459,0,4,0,0,0,0,1,0
priority_3460,0,4,0,0,0,0,1,1
not_recom_3461,0,4,0,0,0,0,1,2
priority_3462,0,4,0,0,0,0,2,0
priority_3463,0,4,0,0,0,0,2,1
not_recom_3464,0,4,0,0,0,0,2,2
priority_3465,0,4,0,0,0,1,0,0
spec_prior_3466,0,4,0,0,0,1,0,1
not_recom_3467,0,4,0,0,0,1,0,2
priority_3468,0,4,0,0,0,1,1,0
spec_prior_3469,0,4,0,0,0,1,1,1
not_recom_3470,0,4,0,0,0,1,1,2
spec_prior_3471,0,4,0,0,0,1,2,0
spec_prior_3472,0,4,0,0,0,1,2,1
not_recom_3473,0,4,0,0,0,1,2,2
priority_3474,0,4,0,0,1,0,0,0
spec_prior_3475,0,4,0,0,1,0,0,1
not_recom_3476,0,4,0,0,1,0,0,2
priority_3477,0,4,0,0,1,0,1,0
spec_prior_3478,0,4,0,0,1,0,1,1
not_recom_3479,0,4,0,0,1,0,1,2
spec_prior_3480,0,4,0,0,1,0,2,0
spec_prior_3481,0,4,0,0,1,0,2,1
not_recom_3482,0,4,0,0,1,0,2,2
priority_3483,0,4,0,0,1,1,0,0
spec_prior_3484,0,4,0,0,1,1,0,1
not_recom_3485,0,4,0,0,1,1,0,2
priority_3486,0,4,0,0,1,1,1,0
spec_prior_3487,0,4,0,0,1,1,1,1
not_recom_3488,0,4,0,0,1,1,1,2
spec_prior_3489,0,4,0,0,1,1,2,0
spec_prior_3490,0,4,0,0,1,1,2,1
not_recom_3491,0,4,0,0,1,1,2,2
priority_3492,0,4,0,0,2,0,0,0
spec_prior_3493,0,4,0,0,2,0,0,1
not_recom_3494,0,4,0,0,2,0,0,2
priority_3495,0,4,0,0,2,0,1,0
spec_prior_3496,0,4,0,0,2,0,1,1
not_recom_3497,0,4,0,0,2,0,1,2
spec_prior_3498,0,4,0,0,2,0,2,0
spec_prior_3499,0,4,0,0,2,0,2,1
not_recom_3500,0,4,0,0,2,0,2,2
priority_3501,0,4,0,0,2,1,0,0
spec_prior_3502,0,4,0,0,2,1,0,1
not_recom_3503,0,4,0,0,2,1,0,2
priority_3504,0,4,0,0,2,1,1,0
spec_prior_3505,0,4,0,0,2,1,1,1
not_recom_3506,0,4,0,0,2,1,1,2
spec_prior_3507,0,4,0,0,2,1,2,0
spec_prior_3508,0,4,0,0,2,1,2,1
not_recom_3509,0,4,0,0,2,1,2,2
priority_3510,0,4,0,1,0,0,0,0
spec_prior_3511,0,4,0,1,0,0,0,1
not_recom_3512,0,4,0,1,0,0,0,2
priority_3513,0,4,0,1,0,0,1,0
spec_prior_3514,0,4,0,1,0,0,1,1
not_recom_3515,0,4,0,1,0,0,1,2
spec_prior_3516,0,4,0,1,0,0,2,0
spec_prior_3517,0,4,0,1,0,0,2,1
not_recom_3518,0,4,0,1,0,0,2,2
priority_3519,0,4,0,1,0,1,0,0
spec_prior_3520,0,4,0,1,0,1,0,1
not_recom_3521,0,4,0,1,0,1,0,2
priority_3522,0,4,0,1,0,1,1,0
spec_prior_3523,0,4,0,1,0,1,1,1
not_recom_3524,0,4,0,1,0,1,1,2
spec_prior_3525,0,4,0,1,0,1,2,0
spec_prior_3526,0,4,0,1,0,1,2,1
not_recom_3527,0,4,0,1,0,1,2,2
priority_3528,0,4,0,1,1,0,0,0
spec_prior_3529,0,4,0,1,1,0,0,1
not_recom_3530,0,4,0,1,1,0,0,2
priority_3531,0,4,0,1,1,0,1,0
spec_prior_3532,0,4,0,1,1,0,1,1
not_recom_3533,0,4,0,1,1,0,1,2
spec_prior_3534,0,4,0,1,1,0,2,0
spec_prior_3535,0,4,0,1,1,0,2,1
not_recom_3536,0,4,0,1,1,0,2,2
priority_3537,0,4,0,1,1,1,0,0
spec_prior_3538,0,4,0,1,1,1,0,1
not_recom_3539,0,4,0,1,1,1,0,2
priority_3540,0,4,0,1,1,1,1,0
spec_prior_3541,0,4,0,1,1,1,1,1
not_recom_3542,0,4,0,1,1,1,1,2
spec_prior_3543,0,4,0,1,1,1,2,0
spec_prior_3544,0,4,0,1,1,1,2,1
not_recom_3545,0,4,0,1,1,1,2,2
spec_prior_3546,0,4,0,1,2,0,0,0
spec_prior_3547,0,4,0,1,2,0,0,1
not_recom_3548,0,4,0,1,2,0,0,2
spec_prior_3549,0,4,0,1,2,0,1,0
spec_prior_3550,0,4,0,1,2,0,1,1
not_recom_3551,0,4,0,1,2,0,1,2
spec_prior_3552,0,4,0,1,2,0,2,0
spec_prior_3553,0,4,0,1,2,0,2,1
not_recom_3554,0,4,0,1,2,0,2,2
spec_prior_3555,0,4,0,1,2,1,0,0
spec_prior_3556,0,4,0,1,2,1,0,1
not_recom_3557,0,4,0,1,2,1,0,2
spec_prior_3558,0,4,0,1,2,1,1,0
spec_prior_3559,0,4,0,1,2,1,1,1
not_recom_3560,0,4,0,1,2,1,1,2
spec_prior_3561,0,4,0,1,2,1,2,0
spec_prior_3562,0,4,0,1,2,1,2,1
not_recom_3563,0,4,0,1,2,1,2,2
priority_3564,0,4,0,2,0,0,0,0
spec_prior_3565,0,4,0,2,0,0,0,1
not_recom_3566,0,4,0,2,0,0,0,2
priority_3567,0,4,0,2,0,0,1,0
spec_prior_3568,0,4,0,2,0,0,1,1
not_recom_3569,0,4,0,2,0,0,1,2
spec_prior_3570,0,4,0,2,0,0,2,0
spec_prior_3571,0,4,0,2,0,0,2,1
not_recom_3572,0,4,0,2,0,0,2,2
spec_prior_3573,0,4,0,2,0,1,0,0
spec_prior_3574,0,4,0,2,0,1,0,1
not_recom_3575,0,4,0,2,0,1,0,2
spec_prior_3576,0,4,0,2,0,1,1,0
spec_prior_3577,0,4,0,2,0,1,1,1
not_recom_3578,0,4,0,2,0,1,1,2
spec_prior_3579,0,4,0,2,0,1,2,0
spec_prior_3580,0,4,0,2,0,1,2,1
not_recom_3581,0,4,0,2,0,1,2,2
spec_prior_3582,0,4,0,2,1,0,0,0
spec_prior_3583,0,4,0,2,1,0,0,1
not_recom_3584,0,4,0,2,1,0,0,2
spec_prior_3585,0,4,0,2,1,0,1,0
spec_prior_3586,0,4,0,2,1,0,1,1
not_recom_3587,0,4,0,2,1,0,1,2
